Desc,Desc - Split 1,Desc - Split 2,ID,Portion,Calcium,Calories,Carbs,Chol,Fat,Fiber,Potassium,Protein,Sodium,Sugar,Vitamin C,Water
"SANDWICH SPREAD,PORK,BEEF",SANDWICH SPREAD,PORK,7073,1 tbsp,12,235,11.94,38,17.34,0.2,110,7.66,1013,0,0,60.28
ROAST BF SPRD,ROAST BF SPRD,,7912,"1 serving,  .25 cup",23,223,3.73,70,16.28,0.2,259,15.27,724,0.71,0.2,61.7
SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,,7918,1 oz,81,426,1.82,89,37.91,0.2,206,19.43,1483,0.12,0,36.2
SALAMI  PORK  BF  LESS NA,SALAMI  PORK  BF  LESS NA,,7913,3.527 oz,94,396,15.38,90,30.5,0.2,1372,15.01,623,6.21,0.7,33.74
"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED",VEAL,LEG (TOP RND),17101,3 oz,39,216,9.84,113,6.27,0.2,383,28.41,455,0.57,0,53.14
"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",FAST FOODS,BAGEL,21411,1 item,93,282,22.99,130,14.07,0.2,145,15.95,642,2.97,0,44.9
"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",FAST FOODS,BAGEL,21410,1 item,94,295,22.64,133,16.97,0.2,123,12.98,550,2.87,0.5,45.17
"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE,21005,1 item,51,312,21.05,161,20.77,0.2,149,11.13,672,0.95,0,44.48
"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",FAST FOODS,ENG MUFFIN,21022,1 item,168,286,17.44,163,18.1,0.2,147,13.38,548,1.49,0,48.82
"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON",FAST FOODS,BISCUIT,21007,1 item,103,301,24.44,166,17.48,0.2,131,12.01,816,1.74,0,42.99
"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)",OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED),7207,3 oz,9,331,2.6,178,29.35,0.2,202,14.25,1159,1.2,9,50.5
"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",SOUP,CRM OF MUSHROOM,6443,"1 serving, 1 cup",7,39,3.33,0,2.59,0.3,31,0.66,340,0.2,0,92.46
"SOY SAU,RED NA,MADE FROM HYDROLYZED VEG PROT",SOY SAU,RED NA,16425,1 tbsp,11,90,14.44,0,0.31,0.3,3098,8.19,2890,5.63,0,63.33
"PUDDINGS,BANANA,DRY MIX,REG",PUDDINGS,BANANA,19320,"1 package,  (3.12 oz)",20,366,93,0,0.4,0.3,17,0,788,74.32,0,4.1
"CEREALS,MALT-O-MEAL,ORIGINAL,PLN,PREP W/ H2O,WO/ SALT",CEREALS,MALT-O-MEAL,8511,"1 serving,  (3 T dry cereal plus 1 cup water)",37,48,10.09,0,0.09,0.3,14,1.67,0,0.13,0,88.29
"BEVERAGES,RICE MILK,UNSWTND",BEVERAGES,RICE MILK,14639,"8 fl oz,  (approximate weight, 1 serving)",118,47,9.17,0,0.97,0.3,27,0.28,39,5.28,0,89.28
"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",SOYMILK,ORIGINAL & VANILLA,16225,1 cup,123,30,3.51,0,0.77,0.3,117,2.38,48,2.61,0,92.69
"SOUP,ONION,DRY,MIX,PREP W/ H2O",SOUP,ONION,6494,"1 serving, 1 cup",9,12,2.77,0,0.01,0.3,31,0.32,346,0.2,0.1,95.8
"SAUCE,OYSTER,RTS",SAUCE,OYSTER,6176,1 tbsp,32,51,10.92,0,0.25,0.3,54,1.35,2733,0,0.1,80
"TOFU,RAW,REG,PREP W/CA SULFATE",TOFU,RAW,16427,.5 cup,350,76,1.87,0,4.78,0.3,121,8.08,7,0.62,0.1,84.55
"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",SOUP,VEGETARIAN VEG,6468,1 cup,10,28,4.89,0,0.79,0.3,86,0.86,338,1.57,0.6,92.41
"CATSUP,LOW SODIUM",CATSUP,LOW SODIUM,11949,1 tbsp,15,101,27.4,0,0.1,0.3,281,1.04,20,21.27,4.1,68.51
Catsup,Catsup,,11935,1 tbsp,15,101,27.4,0,0.1,0.3,281,1.04,907,21.27,4.1,68.51
"ALCOHOLIC BEV,PINA COLADA,PREPARED-FROM-RECIPE",ALCOHOLIC BEV,PINA COLADA,14017,1 fl oz,8,174,22.66,0,1.88,0.3,71,0.42,6,22.33,4.9,64.99
"JAMS&PRESERVES,APRICOT",JAMS&PRESERVES,APRICOT,19719,1 tbsp,20,242,64.4,0,0.2,0.3,77,0.7,40,43.4,8.8,34.5
"LEMONADE,FRZ CONC,WHITE",LEMONADE,FRZ CONC,14292,1 fl oz,7,196,49.89,0,0.7,0.3,72,0.22,7,44.46,13.1,49.06
"LEMONADE,FRZ CONC,PINK",LEMONADE,FRZ CONC,14542,1 fl oz,8,192,48.86,0,0.69,0.3,76,0.22,4,46.46,14.1,50.09
"MANGO NECTAR,CND",MANGO NECTAR,CND,9436,1 cup,17,51,13.12,0,0.06,0.3,24,0.11,5,12.45,15.2,86.63
"ORANGE JUC,CND,UNSWTND",ORANGE JUC,CND,9207,1 cup,10,47,11.01,0,0.15,0.3,184,0.68,4,8.76,30.1,87.72
"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C,CA,& K",APPLE JUC,CND OR BTLD,9517,6 fl oz,70,48,11.49,0,0.17,0.3,184,0.12,5,9.47,30.3,87.92
"BABYFOOD,JUC,APPL - CHERRY",BABYFOOD,JUC,43535,1 fl oz,7,47,11.2,0,0.1,0.3,110,0.2,4,10.5,32.1,88.2
"ORANGE JUC,CHILLED,INCL FROM CONC",ORANGE JUC,CHILLED,9209,1 cup,11,49,11.54,0,0.12,0.3,178,0.68,2,8.31,33.6,87.22
"ORANGE JUC,CHILLED,INCL FROM CONC,W/ ADDED CA & VITAMIN D",ORANGE JUC,CHILLED,9210,1 cup,140,47,11.27,0,0.12,0.3,178,0.68,2,8.31,33.6,87.22
"ORANGE JUC,CHILLED,INCL FROM CONC,W/ ADDED CA",ORANGE JUC,CHILLED,9211,1 cup,140,47,11.27,0,0.12,0.3,178,0.68,2,8.31,33.6,87.22
"ORANGE JUC,CHILLED,INCL FROM CONC,W/ ADD CA & VITAMINS A,D,E",ORANGE JUC,CHILLED,9506,1 cup,146,49,11.54,0,0.12,0.3,178,0.68,2,8.31,33.6,87.22
"LEMON JUICE,RAW",LEMON JUICE,RAW,9152,1 cup,6,22,6.9,0,0.24,0.3,103,0.35,1,2.52,38.7,92.31
"SEAWEED,LAVER,RAW",SEAWEED,LAVER,11446,10 sheets,70,35,5.11,0,0.28,0.3,356,5.81,48,0.49,39,85.03
"SAUCE,RTS,PEPPER OR HOT",SAUCE,RTS,6168,1 tsp,8,11,1.75,0,0.37,0.3,144,0.51,2643,1.26,74.8,89.98
"ACEROLA JUICE,RAW",ACEROLA JUICE,RAW,9002,1 cup,10,23,4.8,0,0.3,0.3,97,0.4,3,4.5,1600,94.3
"PUDDINGS,CHOC,RTE,FAT FREE",PUDDINGS,CHOC,19235,"1 serving, 4 oz",39,93,20.87,1,0.3,0.3,208,1.93,154,15.75,0,76.23
"SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O",SOUP,BF NOODLE,6409,"1 cup,  (8 fl oz)",8,34,3.58,2,1.23,0.3,40,1.93,325,1.03,0.2,92.16
"CAMPBELL'S SOUP ON THE GO,VEG W/ MINI RND NOODLES SOUP",CAMPBELL'S SOUP ON THE GO,VEG W/ MINI RND NOODLES SOUP,6585,1 container,7,33,6.89,2,0.16,0.3,308,0.66,213,4.59,0.4,91.1
"GRAVY,MEAT OR POULTRY,LO NA,PREP",GRAVY,MEAT OR POULTRY,6977,1 cup,6,53,6.16,3,2.4,0.3,81,3.8,18,0.01,0,87.5
"SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O",SOUP,CHICK W/ RICE,6423,"1 serving, 1 cup",9,24,2.92,3,0.78,0.3,41,1.45,238,0.08,0.1,93.87
"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O",SOUP,CLAM CHOWDER,6430,"1 serving, 1 cup",9,35,5.05,3,1.01,0.3,108,1.55,254,0.19,2,90.89
"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",SOUP,CRM OF MUSHROOM,6243,"1 serving, 1 cup",68,65,5.76,4,3.58,0.3,103,2.36,357,2.82,0.1,87.04
"SAUCE,HOMEMADE,WHITE,THICK",SAUCE,HOMEMADE,6167,1 cup,111,186,11.61,6,13.83,0.3,149,3.99,373,3.98,0.7,69.1
"SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK",SOUP,CLAM CHOWDER,6230,"1 serving, 1 cup",70,61,7.46,7,2.02,0.3,179,3.24,273,2.81,2.1,85.49
"SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS",SOUP,CHICK VEG W/POTATO&CHS,6208,1 cup,15,65,5.2,7,4.46,0.3,73,1.16,416,0.64,4,87.9
"BEVERAGES,CHOC SYRUP,PREP W/ WHL MILK",BEVERAGES,CHOC SYRUP,14182,"1 cup,  (8 fl oz)",89,90,12.78,9,2.96,0.3,145,3.07,47,11.31,0,80.51
"Puddings, rice, ready-to-eat",Puddings,rice,19193,"1 serving, 4 oz pudding cup",95,108,18.39,12,2.15,0.3,125,3.23,97,11.59,1.3,75.15
"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",MCDONALD'S,NEWMAN'S OWN COBB DRSNG,21346,2 fl oz,50,196,15.49,13,14.45,0.3,20,1.69,709,7.79,0.5,66.41
"FROZEN NOVELTIES,ICE CRM TYPE,SUNDAE,PREPACKAGED",FROZEN NOVELTIES,ICE CRM TYPE,43269,,120,185,29.4,13,6,0.3,211,4.3,95,20.74,1.8,59.3
"ICE CREAMS,VANILLA,LT",ICE CREAMS,VANILLA,19088,"1 serving,  1/2 cup",161,180,29.46,27,4.83,0.3,208,4.78,74,22.12,1.2,59.85
"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",MCDONALD'S,NEWMAN'S OWN RANCH DRSNG,21349,2 fl oz,77,313,16.75,32,26.57,0.3,120,2.62,954,6.57,0.8,51.35
"SCRAPPLE,PORK",SCRAPPLE,PORK,7951,1 cubic inch,7,213,14.06,49,13.87,0.3,158,8.06,482,0.2,2.5,62.47
SAUSAGE  TURKEY  HOT  SMOKED,SAUSAGE  TURKEY  HOT  SMOKED,,7929,2 oz,21,158,4.65,53,8.75,0.3,197,15.05,916,3.2,30.4,68.5
CHICKEN SPRD,CHICKEN SPRD,,7018,"1 serving,  (1 serving)",16,158,4.05,56,17.56,0.3,106,18.01,722,0.47,0,57.41
"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",TURKEY SAUSAGE,RED FAT,7066,1 cup,31,204,10.92,58,10.3,0.3,207,17,721,0,0,59.59
"DUTCH BRAND LOAF,CHICK,PORK & BF",DUTCH BRAND LOAF,CHICK,7021,1 slice,7,273,3.93,60,22.91,0.3,210,12,786,0.9,1.4,58.1
"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",CAKE,YEL,18141,1 serving,62,391,56.2,75,17.91,0.3,53,2.99,269,41.79,0,22.1
"FAST FOODS,FRIED CHICK,SKN & BREADING FROM ALL PIECES",FAST FOODS,FRIED CHICK,21468,,92,398,19.56,82,29.22,0.3,230,14.11,965,0,0,33.87
"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED",VEAL,LEG (TOP RND),17096,3 oz,39,238,9.91,112,9.18,0.3,371,27.29,454,0.57,0,51.31
"BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",BEVERAGES,COFFEE SUB,14237,1 fl oz,4,6,1.3,0,0.04,0.4,41,0.1,5,0.08,0,98.37
"RICE,WHITE,LONG-GRAIN,REG,ENR,CKD",RICE,WHITE,20045,1 cup,10,130,28.17,0,0.28,0.4,35,2.69,1,0.05,0,68.44
"RICE,WHITE,LONG-GRAIN,REG,UNENR,CKD WO/ SALT",RICE,WHITE,20445,1 cup,10,130,28.17,0,0.28,0.4,35,2.69,1,0.05,0,68.44
"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT",RICE,WHITE,20345,1 cup,10,130,28.17,0,0.28,0.4,35,2.69,382,0.05,0,68.44
"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",RICE,WHITE,20545,1 cup,10,130,28.17,0,0.28,0.4,35,2.69,382,0.05,0,68.44
"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",CEREALS,MALT-O-MEAL,8512,"1 serving,  (3 T dry cereal plus 1 cup water)",49,47,9.22,0,0.1,0.4,32,1.37,1,2.17,0,89.15
"SILK LT PLN,SOYMILK",SILK LT PLN,SOYMILK,16238,1 cup,123,29,3.29,0,0.82,0.4,123,2.47,49,2.47,0,92.77
"SILK UNSWTND,SOYMILK",SILK UNSWTND,SOYMILK,16244,1 cup,123,33,1.65,0,1.65,0.4,123,2.88,35,0.41,0,93.18
"SILK LT VANILLA,SOYMILK",SILK LT VANILLA,SOYMILK,16239,1 cup,123,33,4.12,0,0.82,0.4,123,2.47,39,2.88,0,91.95
"SILK VANILLA,SOYMILK",SILK VANILLA,SOYMILK,16236,1 cup,123,41,4.12,0,1.44,0.4,123,2.47,39,2.88,0,91.32
"SILK PLN,SOYMILK",SILK PLN,SOYMILK,16235,1 cup,123,41,3.29,0,1.65,0.4,123,2.88,49,2.47,0,91.53
"SILK PLUS OMEGA-3 DHA,SOYMILK",SILK PLUS OMEGA-3 DHA,SOYMILK,16241,1 cup,144,45,3.29,0,2.06,0.4,144,2.88,49,2.47,0,91.13
"BEV,CHOC ALMOND MILK,UNSWTND,SHELF-STABLE,FORT W/ VIT D2 & E",BEV,CHOC ALMOND MILK,14092,1 cup,188,21,1.25,0,1.46,0.4,96,0.83,75,0,0,95.78
"BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD",BEVERAGES,ALMOND MILK,14016,8 fl oz,188,38,6.59,0,1.04,0.4,50,0.42,63,6.25,0,91.8
"SEAWEED,SPIRULINA,RAW",SEAWEED,SPIRULINA,11666,,12,26,2.42,0,0.39,0.4,127,5.92,98,0.3,0.9,90.67
"SOYMILK,CHOC,UNFORTIFIED",SOYMILK,CHOC,16166,1 cup,25,63,9.95,0,1.53,0.4,143,2.26,53,7.86,1.7,85.61
"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",SOYMILK,CHOC,16168,1 cup,126,63,9.95,0,1.53,0.4,143,2.26,53,7.86,1.7,85.61
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",APPLE JUC,FRZ CONC,9017,"1 can,  (6 fl oz)",20,166,41,0,0.37,0.4,448,0.51,25,38.83,2.1,57
"TOPPINGS,PINEAPPLE",TOPPINGS,PINEAPPLE,19366,1 cup,6,253,66.4,0,0.1,0.4,43,0.1,42,21.01,3.1,33
"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE,21348,2 fl oz,8,86,24.65,0,5.94,0.4,20,0.19,1562,6.74,4,66.05
POI,POI,,11349,1 cup,16,112,27.23,0,0.14,0.4,183,0.38,12,0.39,4,71.64
"BEVERAGES,ALMOND MILK,CHOC,RTD",BEVERAGES,ALMOND MILK,14054,8 fl oz,188,50,9.38,0,1.25,0.4,75,0.63,71,8.75,4.4,88.43
"BEVERAGES,CLAM & TOMATO JUC,CND",BEVERAGES,CLAM & TOMATO JUC,14187,1 fl oz,8,48,10.95,0,0.2,0.4,89,0.6,362,3.31,5,87.4
"LIME JUC,CND OR BTLD,UNSWTND",LIME JUC,CND OR BTLD,9161,1 cup,12,21,6.69,0,0.23,0.4,75,0.25,16,1.37,6.4,92.52
"SOYMILK (ALL FLAVORS),ENHANCED",SOYMILK (ALL FLAVORS),ENHANCED,16223,1 cup,140,45,3.45,0,1.99,0.4,141,2.94,50,2.53,7.2,90.98
"WATERMELON,RAW",WATERMELON,RAW,9326,"1 cup, balls",7,30,7.55,0,0.15,0.4,112,0.61,1,6.2,8.1,91.45
"SILK VERY VANILLA,SOYMILK",SILK VERY VANILLA,SOYMILK,16245,1 cup,144,53,7.82,0,1.65,0.4,123,2.47,58,6.58,8.6,87.41
"BABYFOOD,MXD FRUIT YOGURT,STR",BABYFOOD,MXD FRUIT YOGURT,43523,1 tbsp,28,75,16.23,0,0.8,0.4,62,0.8,16,11.74,11.7,81.8
"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",CEREALS RTE,MALT-O-MEAL,8348,"1.25 cup,  (1 NLEA serving)",7,346,86.4,0,1.12,0.4,114,6.07,924,7.82,18.2,3.4
"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",GRAPEFRUIT,SECTIONS,9121,1 cup,14,60,15.44,0,0.1,0.4,129,0.56,2,15.04,21.3,83.59
"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",GRAPEFRUIT,SECTIONS,9119,1 cup,15,36,9.15,0,0.1,0.4,132,0.58,2,8.75,21.8,89.85
"BEVERAGES,V8 SPLASH SMOOTHIES,TROPICAL COLADA",BEVERAGES,V8 SPLASH SMOOTHIES,14088,"1 serving, 8 oz",41,41,8.54,0,0,0.4,24,1.22,20,7.32,24.4,90.28
"V8 60% VEG JUC,V8 V-LITE",V8 60% VEG JUC,V8 V-LITE,31016,8 fl oz,16,14,2.88,0,0,0.4,111,0.41,148,2.06,29.6,95.5
"LIME JUICE,RAW",LIME JUICE,RAW,9160,1 cup,14,25,8.42,0,0.07,0.4,117,0.42,2,1.69,30,90.79
"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",LEMON JUC,FRZ,9154,1 cup,8,22,6.5,0,0.32,0.4,89,0.46,1,2.4,31.5,92.39
"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",GRAPEFRUIT,SECTIONS,9120,1 cup,15,37,9.21,0,0.09,0.4,169,0.7,7,8.8,33.9,89.67
"BABYFOOD,JUC,ORANGE-CARROT",BABYFOOD,JUC,42267,1 fl oz,16,43,9.9,0,0.1,0.4,174,0.5,10,8.4,34.1,89.1
"BEVERAGES,LEMONADE,PDR",BEVERAGES,LEMONADE,14287,1 serving,20,376,97.57,0,1.05,0.4,147,0,51,94.7,39.9,1.43
"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES",CEREALS RTE,KELLOGG,8065,"1.25 cup,  (1 NLEA serving)",5,381,85.05,0,2.05,0.4,125,6.75,527,9.87,63.3,5.06
"TOMATO JUC,CND,WO/ SALT ADDED",TOMATO JUC,CND,11886,1 cup,10,17,3.53,0,0.29,0.4,217,0.85,10,2.58,70.1,94.24
"TOMATO JUC,CND,W/SALT",TOMATO JUC,CND,11540,1 cup,10,17,3.53,0,0.29,0.4,217,0.85,253,2.58,70.1,94.24
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",GRAPEFRUIT JUC,WHITE,9125,"1 can,  (6 fl oz)",27,146,34.56,0,0.48,0.4,484,1.97,3,34.16,119.8,62
"BEVERAGES,ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",BEVERAGES,ORANGE-FLAVOR DRK,14407,"1 serving, 2 tbsp",385,386,98.94,0,0,0.4,190,0,17,92.31,230.8,0.14
"SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE",SAUCE,SWT & SOUR,6285,,16,79,16.72,1,0.58,0.4,193,1.84,347,10.81,5,78.56
"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES TREATS CRL",CEREALS RTE,KELLOGG,8288,".75 cup,  (1 NLEA serving)",10,395,85.59,1,4.19,0.4,51,4.3,567,29.6,20,3.5
"GRAVY,TURKEY,CND,RTS",GRAVY,TURKEY,6125,1 cup,4,51,5.1,2,2.1,0.4,109,2.6,577,0.21,0,88.6
"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",SOUP,TOMATO,6498,"1 cup, 8 fl oz",29,38,7.17,2,0.61,0.4,111,0.93,356,3.9,2,89.88
"GRAVY,BF,CND,RTS",GRAVY,BF,6116,1 cup,6,53,4.81,3,2.36,0.4,81,3.75,560,0.21,0,87.48
"BABYFOOD,BANANA JUC W/LOFAT YOGURT",BABYFOOD,BANANA JUC W/LOFAT YOGURT,42119,1 fl oz,79,89,17.54,3,0.8,0.4,160,2.5,37,13.28,33.9,78.5
"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT",BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT,42120,1 fl oz,81,76,14.68,3,0.8,0.4,137,2.4,36,10.8,33.9,81.5
"CAMPBELL'S,HEALTHY REQUEST,CRM OF CHICK SOUP,COND",CAMPBELL'S,HEALTHY REQUEST,6195,".5 cup, condensed",8,50,7.5,4,1.5,0.4,590,3,347,0.8,0.2,87.3
"CAMPBELL'S,98% FAT FREE CRM OF CHICK SOUP,COND",CAMPBELL'S,98% FAT FREE CRM OF CHICK SOUP,6219,".5 cup, condensed",11,55,7.46,4,2.02,0.4,33,1.8,575,0.5,0.2,87.09
"BABYFOOD,DSSRT,PEACH YOGURT",BABYFOOD,DSSRT,43536,1 tbsp,27,76,17.6,4,0.18,0.4,102,0.9,14,11.11,11.7,80.87
"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",BABYFOOD,DSSRT,43537,1 tbsp,25,77,17.05,4,0.7,0.4,62,0.5,14,13.62,12.4,81.4
"BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1",BEVERAGES,SLIMFAST,14044,1 bottle,130,58,0.85,4,2.88,0.4,179,6.59,72,0.6,19.4,88.33
"SOUP,CRM OF CHICK,CND,COND,RED NA",SOUP,CRM OF CHICK,6955,.5 cup,11,58,9.5,6,1.3,0.4,272,1.8,357,0.39,0,85.8
"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL,27007,1 serving,8,49,6.94,6,1.02,0.4,286,2.86,167,0.41,1,88.5
MILK & CRL BAR,MILK & CRL BAR,,8510,1 bar,410,413,72.05,6,10.98,0.4,254,6.47,319,45.97,15.4,8.69
"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",SOUP,VEG CHICK,6974,1 cup,11,69,8.76,7,2,0.4,153,5.1,35,1.42,2.3,83.4
"BEV,MILK BEV,RED FAT,FLAV & SWTND,RTD,ADDED CA,VIT A &  D",BEV,MILK BEV,14634,1 cup,164,77,12.08,8,1.83,0.4,130,3.05,49,11.4,0.2,82.32
"BEV,CHOCO-FLA BEV MIX , MLK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",BEV,CHOCO-FLA BEV MIX,14558,1 serving,141,89,11.87,10,3.17,0.4,144,3.27,50,11.59,2.3,80.93
"BEVERAG,MALT DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",BEVERAG,MALT DRK MIX,14316,"1 cup,  (8 fl oz)",139,87,11.19,10,3.26,0.4,217,3.29,87,10.49,12,81.26
"SOUP,CRM OF ONION,CND,COND",SOUP,CRM OF ONION,6046,.5 cup,27,88,10.4,12,4.2,0.4,98,2.2,637,3.64,1,81
"BEVERAGE,INST BRKFST PDR,CHOC,NOT RECON",BEVERAGE,INST BRKFST PDR,43205,1 tbsp,285,353,66.2,12,1.4,0.4,947,19.9,385,65.8,76.9,7.4
"BABYFOOD,FRUIT,TUTTI FRUTTI,JR",BABYFOOD,FRUIT,43007,1 tbsp,14,69,16,15,0.4,0.4,47,0.4,17,9.41,7.2,82.9
"MACARONI & CHS,CND,MICROWAVABLE",MACARONI & CHS,CND,22919,"7.5 oz,  1 serving",57,134,13.96,20,5.99,0.4,72,5.98,335,1.41,0,72.94
"SOUP,EGG DROP,CHINESE RESTAURANT",SOUP,EGG DROP,27000,1 cup,7,27,4.29,23,0.61,0.4,22,1.16,370,0.09,6.5,92.87
"SALAD DRSNG,COLESLAW DRSNG,RED FAT",SALAD DRSNG,COLESLAW DRSNG,42230,1 tbsp,36,329,40,25,20,0.4,50,0,1600,38.73,0,37
"FAST FOODS,BISCUIT,W/SAUSAGE",FAST FOODS,BISCUIT,21009,1 item,47,371,29.99,28,24.42,0.4,153,9.67,814,1.59,0,32.82
CHEESECAKE COMMLY PREP,CHEESECAKE COMMLY PREP,,18147,1 oz,51,321,25.5,55,22.5,0.4,90,5.5,438,21.8,0.4,45.6
TURKEY  WHITE  ROTISSERIE  DELI CUT,TURKEY  WHITE  ROTISSERIE  DELI CUT,,7944,"1.69 oz,  (1 serving)",16,112,7.7,55,3,0.4,349,13.5,1200,4,10,72
"SHRIMP,MXD SP,CKD,BREADED&FRIED",SHRIMP,MXD SP,15150,3 oz,67,242,11.47,138,12.28,0.4,225,21.39,344,0.8,1.5,52.86
"FAST FOODS,BISCUIT,W/EGG&HAM",FAST FOODS,BISCUIT,21004,1 biscuit,115,233,16.37,156,14.08,0.4,166,10.64,1093,2.2,0,56.6
"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",FAST FOODS,ENG MUFFIN,21021,1 sandwich,192,228,21.67,168,9.66,0.4,173,13.64,617,2.13,1.1,52.58
SOY SAU MADE FROM HYDROLYZED VEG PROT,SOY SAU MADE FROM HYDROLYZED VEG PROT,,16125,1 tbsp,17,60,7.84,0,0.51,0.5,447,7,6820,1.3,0,68.02
"BEVERAGES,COFFEE,INST,W/ WHTNR,RED CAL",BEVERAGES,COFFEE,43401,"1 tsp, dry",18,509,59.94,0,29.1,0.5,909,1.96,0,59,0,6.16
"BEVERAGES,COCOA MIX,PDR,PREP W/ H2O",BEVERAGES,COCOA MIX,14194,1 fl oz,21,55,11.54,0,0.55,0.5,99,0.92,73,9.03,0,86.34
"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",NOODLES,CHINESE,16082,1 cup,25,351,86.09,0,0.06,0.5,10,0.16,10,0,0,13.42
"SEAWEED,AGAR,RAW",SEAWEED,AGAR,11442,"2 tbsp,  (1/8 cup)",54,26,6.75,0,0.03,0.5,226,0.54,9,0.28,0,91.32
"CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,WO/ SALT",CEREALS,CRM OF WHEAT,8103,"1 cup,  (1 serving)",87,50,10.52,0,0.21,0.5,16,1.44,6,0.03,0,87.61
"CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,W/ SALT",CEREALS,CRM OF WHEAT,8169,"1 cup,  (1 serving)",89,50,10.66,0,0.21,0.5,17,1.46,129,0.03,0,87.14
"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",SOYMILK (ALL FLAVORS),UNSWTND,16222,1 cup,124,33,1.74,0,1.61,0.5,120,2.86,37,0.41,0,93.14
"CAKE,ANGELFOOD,DRY MIX",CAKE,ANGELFOOD,18087,1 serving,153,366,86.13,0,0.27,0.5,91,6.4,822,61.33,0,3.73
